id	token	visible	frequency_full	is_special	length_chars
878	క్తి	క్తి	0	False	4
879	క్తు	క్తు	0	False	4
880	క్నా	క్నా	0	False	4
881	క్య	క్య	1	False	3
882	క్యం	క్యం	1	False	4
883	క్యా	క్యా	0	False	4
884	క్యు	క్యు	0	False	4
885	క్ర	క్ర	0	False	3
886	క్రాం	క్రాం	0	False	5
887	క్రి	క్రి	0	False	4
888	క్రీ	క్రీ	0	False	4
889	క్రై	క్రై	0	False	4
890	క్ష	క్ష	1	False	3
891	క్షం	క్షం	2	False	4
892	క్షి	క్షి	0	False	4
893	క్‌	క్‌	0	False	3
894	క్‌స	క్‌స	0	False	4
895	ఖ	ఖ	1	False	1
896	ఖం	ఖం	0	False	2
897	ఖా	ఖా	0	False	2
898	ఖి	ఖి	1	False	2
899	ఖో	ఖో	1	False	2
900	ఖ్య	ఖ్య	0	False	3
901	ఖ్యం	ఖ్యం	0	False	4
902	ఖ్యా	ఖ్యా	1	False	4
903	గ	గ	14	False	1
904	గం	గం	3	False	2
905	గా	గా	16	False	2
906	గాం	గాం	0	False	3
907	గి	గి	3	False	2
908	గిం	గిం	2	False	3
909	గీ	గీ	1	False	2
910	గు	గు	2	False	2
911	గృ	గృ	1	False	2
912	గె	గె	0	False	2
913	గే	గే	3	False	2
914	గో	గో	3	False	2
915	గౌ	గౌ	1	False	2
916	గ్	గ్	1	False	2
917	గ్గ	గ్గ	1	False	3
918	గ్గి	గ్గి	1	False	4
919	గ్గు	గ్గు	1	False	4
920	గ్డ	గ్డ	1	False	3
921	గ్న	గ్న	1	False	3
922	గ్నే	గ్నే	1	False	4
923	గ్భా	గ్భా	1	False	4
924	గ్రా	గ్రా	1	False	4
925	గ్రాం	గ్రాం	1	False	5
926	గ్రీ	గ్రీ	1	False	4
927	గ్రె	గ్రె	0	False	4
928	గ్లం	గ్లం	1	False	4
929	గ్లా	గ్లా	0	False	4
930	గ్లీ	గ్లీ	0	False	4
931	గ్లే	గ్లే	0	False	4
932	ఘ	ఘ	0	False	1
933	ఘం	ఘం	1	False	2
934	ఘి	ఘి	1	False	2
935	ఘు	ఘు	1	False	2
936	ఘో	ఘో	1	False	2
937	చ	చ	4	False	1
938	చం	చం	0	False	2
939	చా	చా	3	False	2
940	చి	చి	8	False	2
941	చిం	చిం	0	False	3
942	చీ	చీ	2	False	2
943	చు	చు	5	False	2
944	చూ	చూ	1	False	2
945	చె	చె	2	False	2
946	చెం	చెం	0	False	3
947	చే	చే	11	False	2
948	చై	చై	0	False	2
949	చో	చో	1	False	2
950	చ్చ	చ్చ	1	False	3
951	చ్చి	చ్చి	0	False	4
952	చ్చిం	చ్చిం	0	False	5
953	చ్చు	చ్చు	0	False	4
954	చ్చే	చ్చే	2	False	4
955	చ్ఛా	చ్ఛా	1	False	4
956	చ్య	చ్య	1	False	3
957	జ	జ	5	False	1
958	జం	జం	1	False	2
959	జా	జా	2	False	2
960	జి	జి	7	False	2
961	జీ	జీ	3	False	2
962	జు	జు	0	False	2
963	జూ	జూ	1	False	2
964	జెం	జెం	1	False	3
965	జై	జై	0	False	2
966	జో	జో	0	False	2
967	జౌ	జౌ	1	False	2
968	జ్	జ్	1	False	2
969	జ్ఞా	జ్ఞా	1	False	4
970	జ్య	జ్య	1	False	3
971	జ్యం	జ్యం	0	False	4
972	జ్యా	జ్యా	1	False	4
973	జ్యాం	జ్యాం	0	False	5
974	జ్రా	జ్రా	1	False	4
975	జ్‌మ	జ్‌మ	1	False	4
976	ట	ట	10	False	1
977	టం	టం	5	False	2
978	టా	టా	4	False	2
979	టి	టి	8	False	2
980	టీ	టీ	1	False	2
981	టు	టు	4	False	2
982	టుం	టుం	0	False	3
983	టూ	టూ	1	False	2
984	టె	టె	2	False	2
985	టే	టే	2	False	2
986	టై	టై	1	False	2
987	టో	టో	2	False	2
988	టోం	టోం	0	False	3
989	ట్	ట్	3	False	2
990	ట్కా	ట్కా	1	False	4
991	ట్ట	ట్ట	1	False	3
992	ట్టం	ట్టం	1	False	4
993	ట్టా	ట్టా	3	False	4
994	ట్టి	ట్టి	0	False	4
995	ట్టు	ట్టు	4	False	4
996	ట్టూ	ట్టూ	1	False	4
997	ట్టె	ట్టె	1	False	4
998	ట్నం	ట్నం	1	False	4
999	ట్యం	ట్యం	1	False	4
1000	ట్రా	ట్రా	1	False	4
1001	ట్రో	ట్రో	2	False	4
1002	ట్ల	ట్ల	2	False	3
1003	ట్లా	ట్లా	0	False	4
1004	ట్లు	ట్లు	2	False	4
1005	ట్‌బా	ట్‌బా	1	False	5
1006	ట్‌సొ	ట్‌సొ	0	False	5
1007	ఠ	ఠ	0	False	1
1008	ఠీ	ఠీ	1	False	2
1009	డ	డ	5	False	1
1010	డం	డం	3	False	2
1011	డా	డా	5	False	2
1012	డి	డి	8	False	2
1013	డిం	డిం	3	False	3
1014	డు	డు	12	False	2
1015	డుం	డుం	1	False	3
1016	డే	డే	2	False	2
1017	డై	డై	0	False	2
1018	డో	డో	0	False	2
1019	డ్	డ్	2	False	2
1020	డ్,	డ్,	1	False	3
1021	డ్చు	డ్చు	1	False	4
1022	డ్జె	డ్జె	1	False	4
1023	డ్డ	డ్డ	2	False	3
1024	డ్డా	డ్డా	0	False	4
1025	డ్డీ	డ్డీ	0	False	4
1026	డ్డు	డ్డు	0	False	4
1027	డ్మిం	డ్మిం	1	False	5
1028	డ్య	డ్య	1	False	3
1029	డ్యు	డ్యు	1	False	4
1030	డ్రా	డ్రా	1	False	4
1031	డ్రై	డ్రై	1	False	4
1032	డ్ల	డ్ల	2	False	3
1033	డ్లు	డ్లు	1	False	4
1034	డ్‌గే	డ్‌గే	1	False	5
1035	ఢ	ఢ	1	False	1
1036	ఢా	ఢా	0	False	2
1037	ఢి	ఢి	0	False	2
1038	ణ	ణ	3	False	1
1039	ణం	ణం	1	False	2
1040	ణా	ణా	2	False	2
1041	ణి	ణి	4	False	2
1042	ణిం	ణిం	1	False	3
1043	ణు	ణు	2	False	2
1044	ణే	ణే	1	False	2
1045	ణ్వ	ణ్వ	1	False	3
1046	త	త	15	False	1
1047	తం	తం	8	False	2
1048	తా	తా	5	False	2
1049	తి	తి	10	False	2
1050	తీ	తీ	2	False	2
1051	తు	తు	4	False	2
1052	తుం	తుం	0	False	3
1053	తూ	తూ	3	False	2
1054	తృ	తృ	1	False	2
1055	తె	తె	0	False	2
1056	తే	తే	2	False	2
1057	తై	తై	1	False	2
1058	తో	తో	11	False	2
1059	త్	త్	2	False	2
1060	త్,	త్,	0	False	3
1061	త్కృ	త్కృ	1	False	4
1062	త్త	త్త	3	False	3
1063	త్తం	త్తం	0	False	4
1064	త్తా	త్తా	2	False	4
1065	త్మా	త్మా	0	False	4
1066	త్మి	త్మి	1	False	4
1067	త్య	త్య	3	False	3
1068	త్యం	త్యం	3	False	4
1069	త్యే	త్యే	1	False	4
1070	త్ర	త్ర	2	False	3
1071	త్రం	త్రం	2	False	4
1072	త్రా	త్రా	1	False	4
1073	త్రి	త్రి	4	False	4
1074	త్రు	త్రు	1	False	4
1075	త్ర్య	త్ర్య	0	False	5
1076	త్ర్యం	త్ర్యం	0	False	6
1077	త్ర్యా	త్ర్యా	1	False	6
1078	త్వ	త్వ	5	False	3
1079	త్వం	త్వం	2	False	4
1080	త్వా	త్వా	3	False	4
1081	త్స	త్స	0	False	3
1082	త్సా	త్సా	2	False	4
1083	త్‌	త్‌	1	False	3
1084	త్‌లో	త్‌లో	1	False	5
1085	థ	థ	2	False	1
1086	థా	థా	0	False	2
1087	థి	థి	2	False	2
1088	థ్	థ్	1	False	2
1089	ద	ద	7	False	1
1090	దం	దం	1	False	2
1091	దా	దా	4	False	2
1092	ది	ది	15	False	2
1093	దిం	దిం	1	False	3
1094	దీ	దీ	2	False	2
1095	దు	దు	10	False	2
1096	దూ	దూ	0	False	2
1097	దృ	దృ	1	False	2
1098	దే	దే	5	False	2
1099	దై	దై	1	False	2
1100	ద్	ద్	4	False	2
1101	ద్,	ద్,	1	False	3
1102	ద్-	ద్-	1	False	3
1103	ద్:	ద్:	1	False	3
1104	ద్ద	ద్ద	1	False	3
1105	ద్దం	ద్దం	1	False	4
1106	ద్ది	ద్ది	1	False	4
1107	ద్దు	ద్దు	0	False	4
1108	ద్ధ	ద్ధ	2	False	3
1109	ద్ధం	ద్ధం	3	False	4
1110	ద్ధా	ద్ధా	1	False	4
1111	ద్ధి	ద్ధి	1	False	4
1112	ద్ధిం	ద్ధిం	1	False	5
1113	ద్ధు	ద్ధు	1	False	4
1114	ద్భ	ద్భ	1	False	3
1115	ద్య	ద్య	2	False	3
1116	ద్యు	ద్యు	0	False	4
1117	ద్ర	ద్ర	2	False	3
1118	ద్రం	ద్రం	1	False	4
1119	ద్రా	ద్రా	3	False	4
1120	ద్రీ	ద్రీ	1	False	4
1121	ద్వా	ద్వా	0	False	4
1122	ద్వి	ద్వి	1	False	4
1123	ద్వీ	ద్వీ	0	False	4
1124	ద్వై	ద్వై	1	False	4
1125	ధ	ధ	2	False	1
1126	ధం	ధం	2	False	2
1127	ధా	ధా	5	False	2
1128	ధి	ధి	6	False	2
1129	ధిం	ధిం	0	False	3
1130	ధీ	ధీ	1	False	2
1131	ధు	ధు	2	False	2
1132	ధుా	ధుా	1	False	3
1133	ధూ	ధూ	0	False	2
1134	ధ్;	ధ్;	1	False	3
1135	ధ్య	ధ్య	0	False	3
1136	ధ్యం	ధ్యం	1	False	4
1137	ధ్యా	ధ్యా	1	False	4
1138	న	న	24	False	1
1139	నం	నం	6	False	2
1140	నా	నా	9	False	2
1141	ని	ని	24	False	2
1142	నిం	నిం	1	False	3
1143	నీ	నీ	3	False	2
1144	ను	ను	13	False	2
1145	నుం	నుం	1	False	3
1146	నూ	నూ	2	False	2
1147	నృ	నృ	1	False	2
1148	నె	నె	2	False	2
1149	నే	నే	12	False	2
1150	నై	నై	1	False	2
1151	నో	నో	2	False	2
1152	న్	న్	6	False	2
1153	న్,	న్,	3	False	3
1154	న్-	న్-	1	False	3
1155	న్కు	న్కు	1	False	4
1156	న్తో	న్తో	1	False	4
1157	న్న	న్న	3	False	3
1158	న్నం	న్నం	1	False	4
1159	న్నా	న్నా	1	False	4
1160	న్ని	న్ని	5	False	4
1161	న్నీ	న్నీ	2	False	4
1162	న్ను	న్ను	0	False	4
1163	న్నె	న్నె	1	False	4
1164	న్నై	న్నై	0	False	4
1165	న్నో	న్నో	1	False	4
1166	న్మ	న్మ	0	False	3
1167	న్మా	న్మా	1	False	4
1168	న్య	న్య	1	False	3
1169	న్యా	న్యా	0	False	4
1170	న్లు	న్లు	1	False	4
1171	న్సీ	న్సీ	1	False	4
1172	న్స్,	న్స్,	1	False	5
1173	న్‌	న్‌	1	False	3
1174	న్‌ఫ	న్‌ఫ	1	False	4
1175	ప	ప	9	False	1
1176	పం	పం	4	False	2
1177	పా	పా	6	False	2
1178	పాం	పాం	2	False	3
1179	పి	పి	5	False	2
1180	పిం	పిం	2	False	3
1181	పీ	పీ	0	False	2
1182	పు	పు	13	False	2
1183	పూ	పూ	2	False	2
1184	పె	పె	2	False	2
1185	పే	పే	2	False	2
1186	పై	పై	3	False	2
1187	పొ	పొ	1	False	2
1188	పొం	పొం	1	False	3
1189	పో	పో	1	False	2
1190	పౌ	పౌ	1	False	2
1191	ప్తు	ప్తు	1	False	4
1192	ప్ప	ప్ప	0	False	3
1193	ప్పి	ప్పి	1	False	4
1194	ప్పిం	ప్పిం	1	False	5
1195	ప్పు	ప్పు	0	False	4
1196	ప్ర	ప్ర	1	False	3
1197	ప్రా	ప్రా	2	False	4
1198	ప్రాం	ప్రాం	0	False	5
1199	ప్రి	ప్రి	0	False	4
1200	ప్రీం	ప్రీం	1	False	5
1201	ప్ల	ప్ల	1	False	3
1202	ఫ	ఫ	2	False	1
1203	ఫి	ఫి	1	False	2
1204	ఫు	ఫు	1	False	2
1205	ఫ్ఘా	ఫ్ఘా	1	False	4
1206	ఫ్ట్‌వే	ఫ్ట్‌వే	1	False	7
1207	ఫ్రా	ఫ్రా	1	False	4
1208	బ	బ	3	False	1
1209	బం	బం	0	False	2
1210	బా	బా	2	False	2
1211	బాం	బాం	1	False	3
1212	బి	బి	3	False	2
1213	బీ	బీ	1	False	2
1214	బు	బు	3	False	2
1215	బూ	బూ	0	False	2
1216	బె	బె	3	False	2
1217	బెం	బెం	0	False	3
1218	బే	బే	1	False	2
1219	బై	బై	1	False	2
1220	బొ	బొ	1	False	2
1221	బౌ	బౌ	0	False	2
1222	బ్డే	బ్డే	1	False	4
1223	బ్దం	బ్దం	0	False	4
1224	బ్ది	బ్ది	0	False	4
1225	బ్యా	బ్యా	1	False	4
1226	బ్ర	బ్ర	1	False	3
1227	బ్రా	బ్రా	1	False	4
1228	బ్రి	బ్రి	0	False	4
1229	బ్రె	బ్రె	1	False	4
1230	భ	భ	3	False	1
1231	భం	భం	1	False	2
1232	భా	భా	4	False	2
1233	భి	భి	0	False	2
1234	భిం	భిం	1	False	3
1235	భు	భు	0	False	2
1236	భూ	భూ	0	False	2
1237	భౌ	భౌ	0	False	2
1238	భ్య	భ్య	1	False	3
1239	భ్యు	భ్యు	0	False	4
1240	మ	మ	16	False	1
1241	మం	మం	2	False	2
1242	మా	మా	9	False	2
1243	మాం	మాం	1	False	3
1244	మి	మి	6	False	2
1245	మిం	మిం	1	False	3
1246	మీ	మీ	4	False	2
1247	ము	ము	12	False	2
1248	ముం	ముం	0	False	3
1249	మూ	మూ	2	False	2
1250	మె	మె	0	False	2
1251	మెం	మెం	1	False	3
1252	మే	మే	3	False	2
1253	మై	మై	1	False	2
1254	మైం	మైం	0	False	3
1255	మొ	మొ	0	False	2
1256	మో	మో	1	False	2
1257	మౌ	మౌ	0	False	2
1258	మ్	మ్	2	False	2
1259	మ్మ	మ్మ	2	False	3
1260	మ్మూ	మ్మూ	1	False	4
1261	మ్య	మ్య	0	False	3
1262	మ్యా	మ్యా	1	False	4
1263	మ్రా	మ్రా	0	False	4
1264	మ్‌,	మ్‌,	1	False	4
1265	య	య	16	False	1
1266	యం	యం	6	False	2
1267	యా	యా	10	False	2
1268	యాం	యాం	1	False	3
1269	యి	యి	6	False	2
1270	యిం	యిం	2	False	3
1271	యీ	యీ	1	False	2
1272	యు	యు	3	False	2
1273	యూ	యూ	1	False	2
1274	యో	యో	3	False	2
1275	ర	ర	20	False	1
1276	రం	రం	7	False	2
1277	రా	రా	14	False	2
1278	రి	రి	13	False	2
1279	రిం	రిం	3	False	3
1280	రీ	రీ	4	False	2
1281	రు	రు	15	False	2
1282	రూ	రూ	2	False	2
1283	రె	రె	1	False	2
1284	రెం	రెం	1	False	3
1285	రే	రే	4	False	2
1286	రై	రై	0	False	2
1287	రొ	రొ	1	False	2
1288	రో	రో	3	False	2
1289	రోః	రోః	1	False	3
1290	ర్	ర్	8	False	2
1291	ర్)	ర్)	2	False	3
1292	ర్,	ర్,	4	False	3
1293	ర్:	ర్:	1	False	3
1294	ర్కె	ర్కె	1	False	4
1295	ర్కొ	ర్కొ	0	False	4
1296	ర్కొం	ర్కొం	0	False	5
1297	ర్క్	ర్క్	1	False	4
1298	ర్క్‌టి	ర్క్‌టి	1	False	7
1299	ర్గ	ర్గ	2	False	3
1300	ర్గం	ర్గం	1	False	4
1301	ర్గా	ర్గా	0	False	4
1302	ర్గీ	ర్గీ	1	False	4
1303	ర్ఘ	ర్ఘ	1	False	3
1304	ర్చు	ర్చు	2	False	4
1305	ర్జా	ర్జా	1	False	4
1306	ర్జె	ర్జె	1	False	4
1307	ర్టి	ర్టి	1	False	4
1308	ర్టీ	ర్టీ	0	False	4
1309	ర్టు	ర్టు	0	False	4
1310	ర్ణ	ర్ణ	3	False	3
1311	ర్ణం	ర్ణం	1	False	4
1312	ర్ణా	ర్ణా	2	False	4
1313	ర్ణిం	ర్ణిం	1	False	5
1314	ర్త	ర్త	1	False	3
1315	ర్తా	ర్తా	1	False	4
1316	ర్తి	ర్తి	1	False	4
1317	ర్తిం	ర్తిం	0	False	5
1318	ర్తె	ర్తె	1	False	4
1319	ర్థ	ర్థ	1	False	3
1320	ర్థా	ర్థా	1	False	4
1321	ర్థి	ర్థి	0	False	4
1322	ర్థ్యం	ర్థ్యం	0	False	6
1323	ర్దూ	ర్దూ	1	False	4
1324	ర్ధి	ర్ధి	1	False	4
1325	ర్ప	ర్ప	1	False	3
1326	ర్పా	ర్పా	1	False	4
1327	ర్పు	ర్పు	0	False	4
1328	ర్భ	ర్భ	1	False	3
1329	ర్మి	ర్మి	1	False	4
1330	ర్మిం	ర్మిం	0	False	5
1331	ర్మే	ర్మే	1	False	4
1332	ర్య	ర్య	2	False	3
1333	ర్యం	ర్యం	1	False	4
1334	ర్యా	ర్యా	0	False	4
1335	ర్రి	ర్రి	1	False	4
1336	ర్ల	ర్ల	2	False	3
1337	ర్లు	ర్లు	2	False	4
1338	ర్వ	ర్వ	2	False	3
1339	ర్వం	ర్వం	1	False	4
1340	ర్వా	ర్వా	1	False	4
1341	ర్వీ	ర్వీ	0	False	4
1342	ర్వో	ర్వో	1	False	4
1343	ర్వ్య	ర్వ్య	1	False	5
1344	ర్శ	ర్శ	1	False	3
1345	ర్శిం	ర్శిం	1	False	5
1346	ర్ష	ర్ష	0	False	3
1347	ర్షం	ర్షం	1	False	4
1348	ర్షా	ర్షా	1	False	4
1349	ర్షి	ర్షి	1	False	4
1350	ర్సిం	ర్సిం	1	False	5
1351	ర్సీ	ర్సీ	1	False	4
1352	ర్‌)	ర్‌)	0	False	4
1353	ర్‌ల	ర్‌ల	1	False	4
1354	ర‌తం	ర‌తం	1	False	4
1355	ర‌వా	ర‌వా	1	False	4
1356	ల	ల	41	False	1
1357	లం	లం	5	False	2
1358	లా	లా	5	False	2
1359	లాం	లాం	1	False	3
1360	లి	లి	17	False	2
1361	లిం	లిం	2	False	3
1362	లీ	లీ	4	False	2
1363	లు	లు	45	False	2
1364	లె	లె	2	False	2
1365	లెం	లెం	1	False	3
1366	లే	లే	3	False	2
1367	లై	లై	0	False	2
1368	లో	లో	48	False	2
1369	లౌ	లౌ	0	False	2
1370	ల్	ల్	7	False	2
1371	ల్,	ల్,	1	False	3
1372	ల్గి	ల్గి	1	False	4
1373	ల్తా	ల్తా	1	False	4
1374	ల్దీ	ల్దీ	1	False	4
1375	ల్ప	ల్ప	2	False	3
1376	ల్పం	ల్పం	1	False	4
1377	ల్పిం	ల్పిం	1	False	5
